916,Greenfelder Group,KITCHENUTILITIES,33.277,124.594
917,Graham Group,MENFASHON,90.682,123.188
918,Sanford Boyle and Collier,KITCHENUTILITIES,66.755,135.217
919,Marvin Inc,KITCHENUTILITIES,7.31,148.23
920,Block-Hodkiewicz,MENFASHON,39.8,125.665
921,Morissette and Sons,KITCHENUTILITIES,68.821,119.411
922,Dach Roberts and Hauck,KITCHENUTILITIES,38.737,144.433
923,Howe Fahey and Dach,MENFASHON,61.335,115.059
924,Durgan-Torphy,HOUSEHOLDS,48.675,140.541
925,Murray Lindgren and Jones,CHILDFASHON,58.932,146.654
926,Jacobs Pagac and Littel,WOMENFASHON,96.119,107.936
927,Stamm Stokes and McCullough,WOMENFASHON,53.543,145.926
928,Gulgowski Homenick and Weissnat,CHILDFASHON,10.832,138.994
929,Beier LLC,WOMENFASHON,13.358,121.822
930,Fadel-Morar,WOMENFASHON,61.903,107.212
931,Stark Buckridge and Kiehn,KITCHENUTILITIES,95.672,125.452
932,Parker Feeney and Pfeffer,CHILDFASHON,11.833,126.596
933,Schaden-Baumbach,HOUSEHOLDS,32.86,116.757
934,Krajcik-Brekke,WOMENFASHON,21.509,129.913
935,Welch Wiza and Schamberger,KITCHENUTILITIES,81.611,137.565
936,Schaden LLC,KITCHENUTILITIES,92.81,104.055
937,Huel Kuhlman and DuBuque,KITCHENUTILITIES,86.377,134.751
938,D'Amore Aufderhar and Fahey,KITCHENUTILITIES,18.688,102.285
939,Weber Wisoky and Feeney,MENFASHON,47.418,112.799
940,Raynor-King,KITCHENUTILITIES,31.26,124.424
941,Schmidt-Senger,WOMENFASHON,41.049,146.843
942,Dach-Schmidt,WOMENFASHON,96.827,137.681
943,Morar LLC,CHILDFASHON,59.679,118.441
944,Brakus-Sauer,CHILDFASHON,27.939,112.522
945,Swift Inc,HOUSEHOLDS,4.881,140.142
946,Jast Group,MENFASHON,77.434,144.561
947,Davis Lockman and Ledner,HOUSEHOLDS,57.209,141.284
948,Bosco and Sons,KITCHENUTILITIES,83.465,129.755
949,Reynolds-Raynor,MENFASHON,94.082,129.962
950,Kulas and Sons,KITCHENUTILITIES,94.331,118.283
951,Funk-Weissnat,WOMENFASHON,58.242,121.409
952,Batz-Brakus,KITCHENUTILITIES,84.199,119.457
953,Mayert-Gleason,HOUSEHOLDS,68.977,141.707
954,Bins DuBuque and Borer,MENFASHON,94.824,113.505
955,Walker Jast and Block,MENFASHON,55.227,147.312
956,Kerluke Pagac and Kilback,WOMENFASHON,21.254,140.736
957,Zieme-Kulas,HOUSEHOLDS,65.079,123.072
958,Murazik Group,KITCHENUTILITIES,44.419,120.497
959,Streich Lueilwitz and Roberts,HOUSEHOLDS,50.975,131.613
960,Beier and Sons,KITCHENUTILITIES,29.905,144.107
961,Waelchi Group,MENFASHON,8.357,144.622
962,Cole Group,WOMENFASHON,1.348,106.055
963,Kautzer Osinski and Wolff,HOUSEHOLDS,7.409,114.756
964,Kerluke Inc,KITCHENUTILITIES,63.673,108.449
965,Bartoletti-Hilpert,MENFASHON,40.57,115.806
966,Rau-Rempel,CHILDFASHON,68.853,100.904
967,Schumm Inc,HOUSEHOLDS,61.362,110.603
968,Emard-Russel,MENFASHON,26.16,134.022
969,McLaughlin-Lynch,CHILDFASHON,81.541,131.976
970,Marquardt-Hills,MENFASHON,78.278,143.59
971,Mann Little and Schneider,HOUSEHOLDS,13.32,131.634
972,Schmeler Group,HOUSEHOLDS,61.997,146.763
973,Graham Jast and Toy,HOUSEHOLDS,53.665,104.073
974,Volkman-Bruen,WOMENFASHON,1.306,127.714
975,Sporer-Ledner,CHILDFASHON,49.279,126.701
976,Schroeder Ryan and Miller,WOMENFASHON,6.43,140.517
977,Quigley LLC,WOMENFASHON,26.744,148.894
978,Hauck Herman and Rolfson,HOUSEHOLDS,1.813,117.734
979,Moore Inc,MENFASHON,4.837,112.243
980,Kreiger Dare and Cartwright,KITCHENUTILITIES,59.368,101.283
981,O'Conner LLC,WOMENFASHON,48.649,131.021
982,Bergnaum-Hoppe,KITCHENUTILITIES,20.07,122.489
983,Blanda Group,HOUSEHOLDS,92.252,112.134
984,Kertzmann Altenwerth and Aufderhar,CHILDFASHON,87.973,104.115
985,Schimmel LLC,CHILDFASHON,90.54,108.136
986,Kertzmann-Sipes,CHILDFASHON,73.518,136.022
987,Hudson LLC,CHILDFASHON,27.186,147.021
988,Kautzer Reynolds and Morissette,WOMENFASHON,38.125,149.562
989,Murazik-West,MENFASHON,29.71,128.103
990,Hammes Kunze and Erdman,MENFASHON,59.806,129.344
991,Rowe-Stiedemann,KITCHENUTILITIES,46.586,114.322
992,Franecki Hilll and Schumm,MENFASHON,67.7,118.443
993,Adams Group,WOMENFASHON,22.397,124.614
994,Von LLC,MENFASHON,1.751,127.413
995,Wisozk LLC,WOMENFASHON,10.267,128.167
996,Stiedemann Lemke and Will,MENFASHON,58.046,109.213
997,Hackett-Abshire,HOUSEHOLDS,32.795,127.996
998,Kunze-Von,CHILDFASHON,61.361,104.904
999,Grady Inc,MENFASHON,34.608,127.508
1000,Hills Inc,KITCHENUTILITIES,13.648,115.51
